city,lon,lat
Буяны,29.666,58.55
Вагошка,28.766,58.883
Ванино Поле,29.850,58.61600000000001
Вердуга,29.200,58.766000000000005
Ветчины,29.550,58.916000000000004
Витово,29.716,58.533
Владычкино,30.660,59.16
Владычно,29.916,58.516000000000005
Волкино,30.683,58.95
Володарское,29.883,58.516000000000005
Волосковичи,29.733,58.55
Волошово,29.300,58.716
Выбор,30.100,58.7
Высокая Грива,29.533,58.933
Вычелобок,30.660,58.65
Вяжище,29.750,58.683
Вяжищи,30.666,58.916000000000004
Вяз,29.600,59.33
Гверездно,30.416,58.783
Герцена,30.830,58.6
Глубокое,29.100,59.5
Гниленка,28.750,58.883
Гобжицы,30.133,58.833
Голубково,29.966,58.55
Горестницы,28.800,58.916000000000004
Горка 1,29.333,58.95
Горка 3,29.316,58.733000000000004
Горушка,30.116,58.75
Горыни,30.566,58.9
Госткино,29.933,58.6
Гусли,29.330,58.9
Дергово,29.750,58.666000000000004
Дзержинского,29.883,58.666000000000004
Долговка,29.983,58.933
Домкино,29.850,58.6
Душилово,29.616,58.666000000000004
Елемно,29.300,58.9
Елемцы,29.733,58.483000000000004
Естомичи,29.900,58.7
Жеребут,30.660,58.733000000000004
Жерядки,30.616,58.916000000000004
Живой Ручей,29.833,58.883
Жилое Горнешно,29.116,58.75
Жог,28.883,58.916000000000004
Загорье 1,29.283,58.666000000000004
Задейшино,28.900,58.933
Задубье,29.883,58.61600000000001
Залустежье,29.000,58.966
Заорешье,29.900,58.533
Запередолье,30.600,58.933
Запишенье,30.116,58.783
Заплотье,30.166,58.766000000000005
Заречье 2,30.330,58.516000000000005
Заручье,30.716,58.983000000000004
Заслуховье,30.600,58.9
Засобье,29.100,58.883
Затрубичье,29.150,58.75
Захонье,29.366,58.966
Зуево,29.716,58.516000000000005
Извоз,28.800,58.883
Ильжо,29.700,58.633
Именицы,29.583,58.916000000000004
Исаково,28.766,58.86600000000001
Калгановка,29.833,58.666000000000004
Калищи,30.116,58.8
Каменка,30.100,58.816
Караулка,29.933,58.916000000000004
Кемка,29.816,58.933
Кемск,29.850,59.15
Кипино,30.616,58.86600000000001
Клескуши,29.383,59.66
Клуколово,30.516,58.966
Колодно,30.500,58.683
Корешно,30.700,58.983000000000004
Костково,30.500,58.65
Красная Горка,29.950,58.466
Красные Горы,29.650,58.95
Красный Маяк,29.950,59.166000000000004
Крени,29.650,58.5
Крокол,29.500,58.9
Крюково,29.950,58.7
Кузнецово,29.933,59.25
Курско,30.600,58.86600000000001
Лазарево,30.700,58.933
Лединки,29.166,58.916000000000004
Липа,29.000,59.66
Липово,29.783,59.83
Лопанец,29.733,58.583
Луга,29.833,58.733000000000004
Луги,30.116,59.1
Луговское,29.133,59.33
Лужа,31.933,59.966
Лужки,30.100,59.5
Любочажье,29.300,58.966
Лютка,30.700,58.933
Малая Пустошка,29.600,58.566
Малая Ящера,30.660,58.983000000000004
Малые Влешковичи,30.266,58.783
Малые Озерцы,29.616,58.483000000000004
Малые Шатновичи,30.500,58.516000000000005
Малый Сабск,29.160,59.133
Мерёво,30.660,58.75
Милодежь,30.583,58.916000000000004
Мокрово,29.700,58.516000000000005
Мошковы Поляны,30.666,58.8
Мужич,29.500,58.86600000000001
Муравейно,29.650,59.0
Мхи,28.800,58.883
Мшинская,29.950,59.16
Наволок,29.983,58.6
Надбелье,30.466,58.86600000000001
Надевицы,29.900,58.583
Накол,29.500,59.5
Натальино,29.766,58.966
Невежицы,30.830,58.483000000000004
Немолва,29.716,58.566
Низовка,30.000,59.133
Низово,29.833,58.6
Низовская,29.983,59.1
Николаевское,29.800,58.566
Николаевское,29.330,58.9
Никулино,30.566,58.983000000000004
Новая Середка,29.800,58.6
Новое Село 1-е,30.133,58.55
Новоивановское,28.916,58.883
Новоселье 2,29.616,58.566
Новые Крупели,29.900,58.816
Новый,29.550,58.9
Новый Брод,29.883,58.583
Овиновичи,30.400,58.85
Ожево,28.933,59.16
Олешно,29.350,58.65
Онежицы,30.830,58.633
Оредеж,30.333,58.816
Островенка,29.816,58.86600000000001
Островно,29.316,58.633
Осьмино,29.100,59.0
Павшино,30.200,58.816
Паншино,30.683,58.966
Парищи,29.700,58.5
Пелково,30.116,58.933
Переволок,29.500,58.916000000000004
Песочный Мох,30.433,58.9
Петровская,29.916,58.566
Петровские Бабы,30.160,58.633
Петрушина Гора,30.266,58.833
Пехенец,30.500,58.983000000000004
Печково,30.633,58.916000000000004
Пищи,30.650,58.883
Плоское,29.950,58.833
Подгородье,29.966,58.683
Подлесье,29.850,58.516000000000005
Пожарище,30.483,58.816
Покровка,29.916,59.166000000000004
Покровское,30.283,58.766000000000005
Полоски,28.883,58.95
Поля,29.483,58.95
Почап,30.383,58.8
Приозерный,30.666,58.916000000000004
Пристань,30.616,58.9
Пустое Горнешно,29.150,58.733000000000004
Пустошка,29.650,58.65
Пустынь,29.733,58.883
Путятино,30.166,58.816
Пушкино,28.816,58.86600000000001
Райково,29.830,59.5
Раковичи,29.833,58.65
Раковно,30.330,58.666000000000004
Рассохи,30.660,58.5
Релка,28.983,58.983000000000004
Рель,28.933,58.966
Репьи,30.000,58.566
Романщина,29.966,58.666000000000004
Ручьи,30.150,58.533
Рябиновка,29.650,58.583
Саба,29.100,59.33
Сабицы,29.300,58.833
Сабо,29.583,58.933
Самро,28.816,58.933
Сватково,29.500,59.66
Святье,30.160,58.466
Северный,29.816,58.783
Селище,30.116,59.33
Серебренка,28.883,58.966
Серебрянский,29.600,58.583
Ситенка,29.866,58.85
Скреблово,29.883,58.6
Славянка,28.866,58.95
Слапи,29.900,58.716
Смерди,29.733,58.65
Смешино,29.950,58.733000000000004
Сокольники,30.283,58.8
Солнцев Берег,29.966,58.633
Сорочкино,29.916,59.1
Средние Крупели,29.916,58.8
Ставотино,28.966,58.95
Старая Середка,29.800,58.633
Старые Полицы,29.583,58.55
Стелево,29.966,58.5
Стояновщина,29.783,58.683
Стрешево,29.983,58.633
Сырец,30.830,58.683
Сяберо,29.133,58.8
Тесово-4,30.566,58.8
Толмачево,29.916,58.86600000000001
Торковичи,30.350,58.85
Торошковичи,30.116,58.566
Туровка,29.600,58.933
Турово,29.933,58.733000000000004
Усадьба Ртс,29.666,58.61600000000001
Филимонова Горка,30.100,58.583
Филипповичи,30.666,58.95
Хабалинка,30.266,58.816
Хвошно,29.983,58.466
Хилок,29.183,59.66
Хлупино,30.366,58.783
Холомцы,30.500,58.783
Хрепелка,30.633,58.8
Чайково,30.000,58.533
Чеголи,29.933,58.683
Червищи,29.700,58.566
Чернецово,30.100,59.83
Чолово,30.433,58.95
Шалово,29.916,58.766000000000005
Шаломино,29.416,58.966
Шильцево,29.733,58.566
Шима,28.700,58.95
Шипино,29.216,59.5
Ширенка,29.616,58.65
Щегоща,30.500,58.61600000000001
Щупоголово,30.500,58.883
Юбры,29.683,58.516000000000005
Югостицы,30.000,58.55
Яконово,29.616,58.633
Ям-Тесово,30.583,58.9
 Приозерский,Коневец,30.616
 Приозерский,Ястребиное,29.715999999999998
Аверкиевская,34.616,60.683
Алексеевская,34.866,60.55
Бахарево,34.683,60.433
Важины,34.160,60.966
Васильевская,35.500,60.4
Великий Двор,34.983,60.8
Винницы,34.783,60.633
Вознесенье,35.450,61.16
Волнаволок,34.483,61.66
Гоморовичи,34.733,60.9
Грибановская,34.716,60.6
Гришино,34.830,61.83
Заяцкая,34.916,60.816
Зиновий Наволок,34.483,60.5
Игнатовское,35.830,60.733000000000004
Казыченская,35.500,60.4
Капшозеро,35.100,60.533
Кармановская,34.866,60.55
Киприяновская,34.750,60.466
Кипрушино,35.433,60.95
Конец,34.966,60.916000000000004
Красный Бор,35.416,61.5
Кузьминская,34.816,60.466
Купецкое,34.500,60.983000000000004
Курба,34.933,60.4
Курпово,34.660,60.983000000000004
Лаврово,34.500,60.483000000000004
Лашково,34.516,60.483000000000004
Литручей,34.683,60.6
Лукинская,34.833,60.466
Макарьевская,35.330,60.383
Мартемьяновская,34.850,60.466
Матреновщина,34.450,60.5
Мятусово,34.433,60.983000000000004
Некрасово,34.733,60.61600000000001
Никольский,34.660,60.916000000000004
Никулинская,34.816,60.466
Норгино,34.566,60.516000000000005
Ожеговская,34.850,60.45
Олесова,33.983,60.966
Пелдожи,34.500,61.33
Пелдуши,34.650,60.433
Пертозеро,34.600,60.9
Пидьма,34.666,60.983000000000004
Плотично,34.766,60.983000000000004
Подпорожье,34.150,60.933
Поляны,34.216,60.833
Пустоши,34.700,60.433
Рейда,34.500,60.966
Родионово,35.000,60.933
Савинская,34.866,60.55
Свирь,34.830,60.95
Сергеевская,34.850,60.666000000000004
Скамина Гора,34.433,60.5
Соболевщина,35.000,60.916000000000004
Согиницы,34.830,61.83
Сосново,34.200,60.766000000000005
Спирково,34.433,60.483000000000004
Терехова,34.000,60.966
Токари,34.400,61.1
Тумазы,34.900,60.75
Ульино,34.660,60.983000000000004
Усланка,33.900,60.983000000000004
Федоровская,35.660,60.4
Хевроньино,34.333,60.966
Холодный Ручей,34.516,60.483000000000004
Челма,34.316,61.16
Чурручей,34.533,60.5
Шеменичи,34.416,60.883
Шондовичи,34.816,60.416000000000004
Яндеба,33.983,60.85
Ярославичи,34.500,60.5
Багратионовка,30.483,60.816
Беличье,29.916,60.916000000000004
Бережок,29.916,60.533
Бобровка,30.283,60.683
Богатыри,29.850,61.1
Бойцово,30.660,61.16
Большаки,30.660,60.733000000000004
Борисово,30.160,60.6
Борки,30.250,60.5
Боровое,29.916,61.1
Бригадное,30.100,61.66
Брусничка,30.233,60.966
Бурнево,30.330,61.83
Быково,29.866,60.933
Былинное,29.983,60.516000000000005
Васильево 1,29.783,60.516000000000005
Веснино,30.830,60.833
Владимировка,30.466,60.833
Высоково,30.333,60.766000000000005
Горки,30.233,60.666000000000004
Гречухино,30.000,60.783
Громово,30.830,60.716
Денисово,30.550,60.533
Дружное,29.766,60.766000000000005
Заветное,29.650,61.0
Замостье,30.400,60.533
Заостровье,30.366,60.833
Запорожское,30.516,60.566
Иваново,30.183,60.533
Коверино,29.750,61.0
Колокольцево,29.750,60.666000000000004
Колосково,30.200,60.583
Коммунары,30.330,60.9
Косиново,30.233,60.86600000000001
Красноармейское,30.330,60.766000000000005
Красное,30.330,60.816
Красноозерное,29.650,60.583
Кривко,30.250,60.583
Кротово,29.983,60.916000000000004
Крутая Гора,30.133,60.55
Кузнечное,29.866,61.15
Кутузово,29.983,60.8
Ларионово,30.183,61.0
Лебедевка,29.716,60.55
Лосево,30.160,60.683
Луговое,30.450,60.55
Маково,29.700,60.583
Малая Горка,30.183,60.85
Марьино,30.500,60.933
Мельниково,29.766,60.933
Мельничные Ручьи,30.116,60.8
Мичуринское,29.850,60.566
Моторное,30.283,60.966
Мюллюпельто,30.830,60.916000000000004
Новая Деревня,29.683,60.7
Новинка,30.166,60.7
Новожилово,30.166,60.516000000000005
Овраги,30.660,60.683
Ольховка,30.300,60.633
Островки,30.833,59.8
Отрадное,30.133,60.833
Пески 1,30.433,60.45
Пески 2,29.916,61.133
Петровское,30.166,60.65
Плодовое,30.200,60.833
Понтонное,29.833,60.7
Портовое,30.333,60.666000000000004
Починок,30.183,60.966
Приладожское,30.400,60.8
Приозерск,30.133,61.33
Проточное,29.883,61.66
Пятиречье,30.616,60.55
Раздолье,30.150,60.583
Речное,29.916,60.7
Ромашки,29.800,60.716
Светлое,29.783,60.55
Светлячки,29.966,60.483000000000004
Севастьяново,29.800,61.66
Силино,29.616,60.55
Синево,30.100,60.95
Славянка,30.330,60.733000000000004
Снегиревка,30.316,60.55
Снегирево,29.716,60.883
Снетково,30.216,61.0
Солнечное,30.266,60.86600000000001
Соловьёвка,30.150,60.766000000000005
Сосново,30.250,60.55
Степанянское,29.750,61.66
Сторожевое,30.133,61.83
Судаково,30.150,60.983000000000004
Суходолье 1,30.116,60.7
Тетерево,30.516,60.8
Торфяное,29.950,60.833
Удальцово,30.416,60.566
Ульяново,30.416,60.583
Уральское,30.233,60.85
Черное,31.616,60.133
Четверяково,29.666,60.6
Шумилово,29.966,60.716
Шушино,29.750,61.5
Яблоновка,30.333,60.75
Ягодное,30.160,60.633
Яковлево,30.100,60.61600000000001
Яркое,30.000,61.33
Яровое,29.816,61.33
Березняк,28.660,59.16
Большая Боровня,28.250,59.15
Большая Руя,28.133,59.16
Большие Рожки,28.200,58.983000000000004
Бор,28.466,58.966
Борисова Гора,28.466,59.0
Борки,28.233,59.16
Буряжки,28.800,59.0
Велетово,28.716,59.0
Великое Село,28.383,58.916000000000004
Вервенка,28.383,59.2
Воронино,28.416,58.9
Вороново,28.350,59.2
Втроя,27.800,59.16
Выскатка,28.183,59.16
Вязище,28.200,59.33
Ганежи,28.933,59.5
Глазова Гора,28.200,59.5
Говорово,28.566,58.966
Горбово,28.216,59.5
Горка,28.150,59.0
Гостицы,28.500,59.66
Гусева Гора,28.283,58.95
Данилово,28.800,59.66
Дворище,28.400,59.83
Демешкин Перевоз,28.160,59.0
Деткова Гора,28.483,59.0
Дретно,28.866,59.0
Дубо,28.916,59.66
Жаворонок,28.666,58.883
Ждовля,28.383,58.9
Жилино,28.566,58.933
Заберезье,28.333,59.16
Заборожка,28.250,59.66
Загривье,27.850,59.11600000000001
Зажупанье,28.633,58.916000000000004
Заклепье,28.616,59.5
Залесье,28.200,59.66
Заовражье,28.316,58.9
Заручье,28.500,58.966
Засосье,28.650,59.1
Засторонье,28.450,58.9
Захрелье,28.483,58.916000000000004
Заяцково,28.466,58.933
Изборовье,28.516,58.933
Ищево,28.233,59.11600000000001
Казино,28.383,59.66
Каменец,28.583,58.883
Каменка,28.330,59.133
Карино,28.500,59.5
Кислино,28.383,58.9
Китково,28.566,58.933
Климатино,28.366,58.916000000000004
Клин,28.283,59.66
Козья Гора,28.783,59.16
Коленец,28.883,59.16
Кологриво,28.500,59.33
Кондуши,27.900,59.1
Кошелевичи,28.833,59.16
Кривицы,28.150,59.0
Кукин Берег,27.766,59.33
Куклина Гора,28.216,59.66
Куреши,28.600,59.33
Куричек,28.266,58.933
Кушела,28.300,59.16
Леонтьевское,28.333,58.9
Лесище,28.966,59.33
Ликовское,28.766,59.11600000000001
Ложголово,28.716,59.15
Лосева Гора,28.450,58.966
Луг,28.300,58.883
Лужица,28.516,58.883
Лужки,28.500,58.983000000000004
Малафьевка,28.450,58.883
Малышева Гора,28.366,58.916000000000004
Марино,28.666,59.16
Марьково,28.266,58.916000000000004
Медвежек,28.350,59.183
Межник,28.500,59.0
Менюши,28.550,59.33
Местово,28.166,58.983000000000004
Мокреди,27.833,59.1
Монастырек,28.350,59.216
Морди,28.683,59.0
Нагинщина,28.216,59.5
Надруя,28.483,58.933
Намежки,28.600,58.9
Нарница,28.550,58.933
Негуба,28.633,58.883
Новая Нива,28.316,58.95
Новоселье,28.350,58.9
Новый,28.783,59.1
Овсище,28.733,59.5
Пананицы,28.200,59.5
Пантелейково,28.316,59.16
Патреева Гора,28.333,59.5
Пелеши,28.660,59.33
Пенино,28.866,59.16
Перебор,28.200,59.66
Переволок,27.783,59.33
Перегреб,28.666,58.916000000000004
Перницы,28.350,58.916000000000004
Песвицы,28.183,59.5
Печурки,28.160,59.15
Плешево,28.516,59.33
Подлесье,28.816,59.0
Подпорожек,28.330,59.33
Полоски,28.900,59.33
Попкова Гора,28.216,59.66
Поречье,28.766,59.16
Пустынька,28.300,58.966
Радовель,27.866,59.83
Растило,28.616,58.933
Родина,28.366,59.11600000000001
Рожновье,28.883,59.16
Романовщина,28.266,59.25
Рудница,28.633,59.0
Рудно,28.266,58.966
Рыжиково,28.266,59.0
Савиновщина,28.333,59.5
Селково,28.466,58.966
Сельхозтехника,28.660,59.66
Сижно,28.216,59.83
Скамья,27.750,59.0
Сланцы,28.660,59.1
Соболец,28.616,59.16
Сорокино,28.600,58.933
Старополье,28.583,59.5
Степановщина,27.816,59.11600000000001
Столбово,28.600,58.933
Струитино,28.850,59.5
Тухтово,28.100,59.5
Усадище,28.800,59.0
Федорово Поле,28.616,58.916000000000004
Филатово,28.250,58.916000000000004
Филево,28.633,58.916000000000004
Хотило,28.516,59.16
Хрель,28.466,58.9
Черно,28.300,59.183
Черновское,28.433,59.216
Чудская Гора,28.600,59.33
Шавково,28.500,58.86600000000001
Шакицы,28.633,59.33
Отрадное,27.833,59.133
Абрамово,33.916,60.33
Амосово,33.433,59.433
Андронниково,34.450,59.95
Анхимово,34.483,59.933
Берег,34.733,60.216
Березовик,33.483,59.7
Бесовка,32.983,59.783
Большая Палуя,34.300,59.86600000000001
Большой Двор,33.150,59.633
Бор,33.466,59.766000000000005
Бурмакино,34.250,59.95
Валдость,33.283,59.85
Валюшка,33.200,59.783
Валя,32.950,59.716
Ваньково,33.483,60.5
Вахрушево,33.266,60.66
Великая Нива,33.250,59.433
Верховье,34.333,59.766000000000005
Виногора,33.883,59.983000000000004
Владычно,33.450,59.75
Воложба,33.550,59.5
Вяльгино,33.400,59.816
Ганьково,33.800,59.9
Горелуха,33.300,59.683
Городище 1,33.483,59.516000000000005
Городище 2,32.966,59.766000000000005
Городок,33.316,59.916000000000004
Гороховище,33.883,60.16
Григино,34.233,59.8
Грузино,33.850,59.95
Гуреничи,33.866,60.133
Давыдовщина,34.160,59.9
Дмитрово,33.150,59.61600000000001
Дорохново,34.500,59.86600000000001
Дорошево,33.830,59.7
Евдокимово,33.466,60.5
Еремина Гора,33.900,60.0
Жар,33.366,59.916000000000004
Заборовье,33.933,59.86600000000001
Залющик,33.350,59.783
Заречье,34.116,59.8
Заручевье,33.216,59.416000000000004
Засыпье,33.433,59.833
Захожа,33.250,59.4
Ивановское,34.233,59.95
Имолово,33.216,59.85
Казалма,33.900,59.85
Капшинский,33.916,60.33
Кильмуя,34.500,59.95
Клюшниково,34.500,59.85
Кованщина,33.433,59.816
Коково,33.283,60.33
Концы,33.916,60.33
Коптяево,34.533,60.66
Корбеничи,34.616,60.233000000000004
Кострино,33.450,59.533
Костринский,33.366,59.65
Коськово,33.283,60.33
Красава,33.600,59.55
Красный Порог,33.283,60.16
Кривой Наволок,33.466,59.833
Крючково,33.433,59.816
Кудрево,32.966,59.75
Кузнецова Гора,34.666,60.33
Кулатино,33.200,59.6
Кулига,33.383,59.816
Куневичи,33.900,60.16
Ладвуши,33.633,60.0
Леоново,33.266,60.1
Леошино,33.850,59.85
Лепуя,34.283,59.833
Лизаново,34.216,59.8
Липная Горка,33.183,59.583
Лихачево,33.850,59.933
Макарьино,34.450,59.95
Максово,34.200,59.816
Малая Палуя,34.300,59.86600000000001
Малое Усадище,33.850,59.85
Малыновщина,33.300,59.916000000000004
Марково,33.250,59.583
Медведок,33.830,59.433
Мелегежская Горка,33.416,59.566
Мелехово,34.350,59.783
Мехбаза,33.883,60.0
Михалево,33.783,59.883
Мишуково,34.100,59.916000000000004
Монино,33.483,59.833
Никульское,34.316,59.783
Новая,33.500,59.7
Новая Усть-Капша,33.700,59.86600000000001
Новинка 1,33.883,60.11600000000001
Новоандреево,33.400,59.566
Новое Село,33.350,59.816
Новый Лесной,33.366,59.9
Новый Погорелец,33.383,59.65
Нюрговичи,34.750,60.216
Овино,33.183,59.683
Овинцево,33.133,59.583
Озоровичи,34.600,60.233000000000004
Олешково,34.416,59.95
Олончено,33.933,60.5
Опока,34.350,59.783
Остров,33.116,59.466
Островок,33.266,59.783
Павшино,33.383,59.86600000000001
Паголда,33.600,59.65
Паньшино,34.283,59.783
Пашозеро,34.616,60.33
Песчанка,33.500,60.5
Печнева,33.133,59.566
Пинега,33.383,59.9
Плесо,33.466,59.516000000000005
Погорелец,34.133,59.933
Подборье,32.983,59.75
Поречье,34.100,59.916000000000004
Посясье,33.466,59.416000000000004
Прогаль,33.266,59.95
Пудроль,33.250,59.816
Пяхта,33.283,59.9
Рандога,33.416,59.8
Рапля,33.166,59.383
Ратилово,33.266,60.133
Ругуй,32.833,59.466
Рудино,33.466,59.416000000000004
Самара,34.383,59.966
Саньково,33.400,60.66
Сарка,33.650,59.683
Сарожа,33.516,59.816
Сашково,33.266,60.1
Свирь,33.500,59.7
Селище,34.416,59.916000000000004
Селово,33.316,59.6
Серебрянка,33.833,59.933
Середка,33.266,60.66
Ситомля,32.966,59.483000000000004
Смоленец,33.733,59.766000000000005
Смоленский Шлюз,33.616,59.65
Снопово,33.300,60.33
Сосновка,33.916,60.1
Старый Погорелец,33.400,59.65
Стрелково,34.566,60.11600000000001
Струнино,32.900,59.5
Сугорово,33.100,59.7
Сукса,33.250,60.66
Сяргозеро,34.866,60.16
Теплухино,33.350,59.666000000000004
Теренино,33.900,60.33
Тимошино,34.533,59.95
Тихвин,33.550,59.65
Токарево,33.916,60.1
Тумище,33.266,59.983000000000004
Тумово,33.266,60.5
Тупик,33.830,59.45
Туравкино,33.133,59.65
Ульянино,33.266,60.11600000000001
Ульяница,34.200,59.95
Урья,34.683,60.33
Усть Капша,34.583,60.216
Усть-Капша,33.716,59.883
Усть-Шомушка,33.333,59.7
Устье,33.660,59.7
Ушаково,34.660,59.816
Филовщина,32.966,59.75
Халезево,33.100,59.683
Харагеничи,34.650,60.2
Харитоновщина,33.450,60.66
Харчевня,32.900,59.483000000000004
Царицыно Озеро,33.500,59.7
Цвылево,33.216,59.65
Чаголино,33.233,59.86600000000001
Чемихино,33.116,59.683
Черенцово,33.830,59.666000000000004
Чидово,35.000,60.15
Чуганово,34.660,59.86600000000001
Чудское,34.266,59.8
Шейкино,34.850,59.983000000000004
Шибенец,33.366,59.566
Шомушка,33.416,59.75
Шугозеро,34.200,59.916000000000004
Шуйга,34.116,59.933
Щекотовичи,33.833,59.85
Ялгино,33.333,59.666000000000004
Авати,30.816,59.416000000000004
Александровка,31.316,59.183
Андрианово,30.900,59.416000000000004
Аннолово,30.550,59.633
Апраксин Бор,31.233,59.166000000000004
Бабино,31.433,59.233000000000004
Бабинская Лука,31.500,59.233000000000004
Белоголово,31.233,59.61600000000001
Болотница,31.183,59.383
Большая Горка,31.483,59.3
Большое Переходное,31.216,59.316
Бородулино,31.233,59.4
Васькины Нивы,31.266,59.483000000000004
Вериговщины,31.266,59.466
Верхние Сютти,30.750,59.5
Вороний Остров,31.350,59.233000000000004
Гладкое,30.850,59.65
Горка,30.816,59.416000000000004
Гутчево,30.783,59.36600000000001
Дроздово,31.466,59.3
Еглизи,30.700,59.55
Ерзуново,31.233,59.633
Жары,31.660,59.433
Заволжье,31.166,59.3
Захожье,30.833,59.733000000000004
Ивановское,31.266,59.516000000000005
Ильинский Погост,31.266,59.383
Кайболово,30.633,59.533
Керамик,31.316,59.316
Кирково,31.166,59.333
Коколаврик,31.400,59.383
Коркино,31.200,59.283
Костуя,31.233,59.533
Красный Бор,30.683,59.683
Красный Латыш,31.830,59.45
Куньголово,30.633,59.55
Ладога,30.500,59.633
Липка,31.250,59.416000000000004
Лисино-Корпус,30.650,59.416000000000004
Любань,31.233,59.35
Малиновка,30.716,59.416000000000004
Мельница,30.933,59.416000000000004
Молоди,31.450,59.36600000000001
Надино,31.200,59.633
Нижние Сютти,30.750,59.483000000000004
Никитино,31.830,59.433
Никольское,30.783,59.683
Новая,30.583,59.516000000000005
Новинка 1,31.250,59.466
Новолисино,30.766,59.566
Пельгора,31.233,59.45
Поги,30.583,59.533
Померанье,31.316,59.3
Попрудка,31.233,59.433
Примерное,30.883,59.383
Радофинниково,30.916,59.15
Рамболово,30.616,59.5
Рамцы,31.300,59.433
Рубеж,30.883,59.466
Рублево,30.850,59.416000000000004
Русская Волжа,31.183,59.3
Ручьи,31.200,59.15
Рынделево,30.566,59.516000000000005
Рябово,31.150,59.416000000000004
Саблино,30.750,59.633
Сердце,30.650,59.36600000000001
Сидорово,30.916,59.416000000000004
Смердыня,31.416,59.45
Строение,30.800,59.483000000000004
Сустье-Конец,31.183,59.266000000000005
Тарасово,30.933,59.416000000000004
Тосно,30.883,59.55
Трубников Бор,31.400,59.266000000000005
Трубниково,31.400,59.266000000000005
Турово,30.800,59.416000000000004
Ульяновка,30.766,59.633
Усадище,30.933,59.433
Ушаки,30.983,59.483000000000004
Федоровское,30.533,59.666000000000004
Форносово,30.583,59.583
Черемная Гора,31.466,59.35
Чудской Бор,31.416,59.35
Шапки,31.183,59.6
Шумба,30.600,59.5
Ям-Ижора,30.600,59.7
Ямок,31.200,59.3
